CallNumber,CallType,UnitType,ReceivedDtTm,DispatchDtTm,ResponseDtTm,OnSceneDtTm,AvailableDtTm,City,Latitude,Longitude,RouteID,DestinationName,DestinationLat,DestinationLon
900440,Medical Incident,AMBULANCE,2024-01-17 22:27:00,2024-01-17 22:30:00,2024-01-17 22:37:00,2024-01-17 22:43:00,2024-01-17 23:01:00,Chicago,42.003865,-87.61424,R10440,Northwestern Memorial Hospital,41.895149,-87.620301
900441,Traffic Collision,ENGINE,2024-01-18 05:17:00,2024-01-18 05:19:00,2024-01-18 05:23:00,2024-01-18 05:25:00,2024-01-18 05:36:00,Chicago,41.87604,-87.563808,R10441,Advocate Illinois Masonic,41.936756,-87.652693
900442,Traffic Collision,AMBULANCE,2024-01-16 00:48:00,2024-01-16 00:54:00,2024-01-16 01:02:00,2024-01-16 01:08:00,2024-01-16 01:29:00,Chicago,41.741701,-87.582254,R10442,Northwestern Memorial Hospital,41.894803,-87.62056
900443,Medical Incident,MEDIC,2024-05-21 18:52:00,2024-05-21 18:56:00,2024-05-21 19:06:00,2024-05-21 19:11:00,2024-05-21 19:29:00,Chicago,41.739518,-87.774992,R10443,Norwegian American Hospital (Humboldt Park),41.902327,-87.703721
900444,Medical Incident,AMBULANCE,2024-01-09 05:36:00,2024-01-09 05:39:00,2024-01-09 05:41:00,2024-01-09 05:45:00,2024-01-09 06:04:00,Chicago,41.829575,-87.902907,R10444,Holy Cross Hospital,41.779223,-87.697238
900445,Medical Incident,MEDIC,2024-05-25 03:17:00,2024-05-25 03:20:00,2024-05-25 03:24:00,2024-05-25 03:26:00,2024-05-25 03:36:00,Chicago,41.978359,-87.876068,R10445,Northwestern Memorial Hospital,41.894634,-87.619586
900446,Medical Incident,MEDIC,2024-05-08 21:42:00,2024-05-08 21:45:00,2024-05-08 21:47:00,2024-05-08 21:54:00,2024-05-08 22:10:00,Chicago,41.791529,-87.864794,R10446,Mount Sinai Hospital,41.861225,-87.714377
900447,Medical Incident,AMBULANCE,2024-01-30 03:17:00,2024-01-30 03:20:00,2024-01-30 03:23:00,2024-01-30 03:31:00,2024-01-30 03:41:00,Chicago,41.734554,-87.720967,R10447,UIC Hospital,41.871443,-87.67537
900448,Medical Incident,AMBULANCE,2024-01-13 23:26:00,2024-01-13 23:31:00,2024-01-13 23:34:00,2024-01-13 23:41:00,2024-01-14 00:00:00,Chicago,41.928566,-87.82134,R10448,Advocate Illinois Masonic,41.938314,-87.652002
900449,Traffic Collision,MEDIC,2024-01-27 15:52:00,2024-01-27 15:54:00,2024-01-27 16:01:00,2024-01-27 16:07:00,2024-01-27 16:22:00,Chicago,41.832243,-87.845605,R10449,UIC Hospital,41.871196,-87.672361
900450,Traffic Collision,MEDIC,2024-05-17 04:59:00,2024-05-17 05:01:00,2024-05-17 05:08:00,2024-05-17 05:10:00,2024-05-17 05:30:00,Chicago,41.647557,-87.540062,R10450,Mount Sinai Hospital,41.860976,-87.714896
900451,Traffic Collision,TRUCK,2024-01-05 13:48:00,2024-01-05 13:52:00,2024-01-05 13:58:00,2024-01-05 14:01:00,2024-01-05 14:17:00,Chicago,41.665072,-87.790772,R10451,University of Chicago Medical Center,41.789569,-87.602372
900452,Traffic Collision,MEDIC,2024-04-25 12:49:00,2024-04-25 12:51:00,2024-04-25 12:58:00,2024-04-25 13:01:00,2024-04-25 13:21:00,Chicago,41.755555,-87.613962,R10452,UIC Hospital,41.870899,-87.674711
900453,Medical Incident,MEDIC,2024-05-19 09:02:00,2024-05-19 09:05:00,2024-05-19 09:13:00,2024-05-19 09:19:00,2024-05-19 09:44:00,Chicago,41.748009,-87.57806,R10453,St. Bernard Hospital,41.778034,-87.64177
900454,Traffic Collision,MEDIC,2024-06-19 08:01:00,2024-06-19 08:03:00,2024-06-19 08:05:00,2024-06-19 08:07:00,2024-06-19 08:26:00,Chicago,41.980701,-87.82454,R10454,Holy Cross Hospital,41.776378,-87.695299
900455,Medical Incident,AMBULANCE,2024-05-30 21:32:00,2024-05-30 21:37:00,2024-05-30 21:43:00,2024-05-30 21:51:00,2024-05-30 22:01:00,Chicago,41.722319,-87.571051,R10455,Advocate Illinois Masonic,41.938331,-87.651166
900456,Medical Incident,AMBULANCE,2024-06-12 07:45:00,2024-06-12 07:46:00,2024-06-12 07:55:00,2024-06-12 08:01:00,2024-06-12 08:21:00,Chicago,41.783319,-87.696787,R10456,University of Chicago Medical Center,41.787827,-87.605233
900457,Traffic Collision,AMBULANCE,2024-01-18 07:57:00,2024-01-18 08:00:00,2024-01-18 08:03:00,2024-01-18 08:06:00,2024-01-18 08:32:00,Chicago,41.993746,-87.677452,R10457,Saints Mary and Elizabeth,41.903673,-87.683581
900458,Medical Incident,MEDIC,2024-06-24 23:55:00,2024-06-24 23:59:00,2024-06-25 00:05:00,2024-06-25 00:09:00,2024-06-25 00:29:00,Chicago,41.749675,-87.80415,R10458,St. Bernard Hospital,41.778096,-87.641681
900459,Traffic Collision,TRUCK,2024-01-27 23:24:00,2024-01-27 23:28:00,2024-01-27 23:37:00,2024-01-27 23:42:00,2024-01-28 00:06:00,Chicago,42.006956,-87.662229,R10459,University of Chicago Medical Center,41.789539,-87.604921
900460,Traffic Collision,MEDIC,2024-05-08 13:54:00,2024-05-08 13:58:00,2024-05-08 14:01:00,2024-05-08 14:08:00,2024-05-08 14:27:00,Chicago,41.684745,-87.92123,R10460,Northwestern Memorial Hospital,41.893085,-87.619919
900461,Traffic Collision,MEDIC,2024-02-24 21:11:00,2024-02-24 21:14:00,2024-02-24 21:23:00,2024-02-24 21:27:00,2024-02-24 21:51:00,Chicago,41.844492,-87.870383,R10461,Advocate Illinois Masonic,41.937264,-87.650764
900462,Medical Incident,AMBULANCE,2024-05-10 00:57:00,2024-05-10 01:02:00,2024-05-10 01:07:00,2024-05-10 01:10:00,2024-05-10 01:31:00,Chicago,41.848339,-87.753267,R10462,Advocate Illinois Masonic,41.937466,-87.653407
900463,Traffic Collision,MEDIC,2024-02-05 10:24:00,2024-02-05 10:30:00,2024-02-05 10:39:00,2024-02-05 10:46:00,2024-02-05 11:10:00,Chicago,41.804487,-87.878271,R10463,University of Chicago Medical Center,41.790213,-87.603858
900464,Traffic Collision,AMBULANCE,2024-02-15 23:17:00,2024-02-15 23:19:00,2024-02-15 23:26:00,2024-02-15 23:34:00,2024-02-15 23:48:00,Chicago,41.693668,-87.6868,R10464,Holy Cross Hospital,41.776251,-87.695775
900465,Traffic Collision,AMBULANCE,2024-03-07 03:55:00,2024-03-07 04:00:00,2024-03-07 04:09:00,2024-03-07 04:13:00,2024-03-07 04:35:00,Chicago,41.757847,-87.59047,R10465,Mount Sinai Hospital,41.860134,-87.716152
900466,Traffic Collision,AMBULANCE,2024-04-26 00:06:00,2024-04-26 00:12:00,2024-04-26 00:21:00,2024-04-26 00:25:00,2024-04-26 00:53:00,Chicago,42.014653,-87.629103,R10466,Northwestern Memorial Hospital,41.892929,-87.62089
900467,Traffic Collision,MEDIC,2024-04-28 15:38:00,2024-04-28 15:43:00,2024-04-28 15:45:00,2024-04-28 15:50:00,2024-04-28 16:02:00,Chicago,41.84208,-87.92417,R10467,Holy Cross Hospital,41.775164,-87.695492
900468,Medical Incident,MEDIC,2024-02-06 21:57:00,2024-02-06 21:58:00,2024-02-06 22:02:00,2024-02-06 22:07:00,2024-02-06 22:29:00,Chicago,41.652952,-87.702063,R10468,Rush University Medical Center,41.876156,-87.677131
900469,Traffic Collision,AMBULANCE,2024-02-05 07:57:00,2024-02-05 07:59:00,2024-02-05 08:08:00,2024-02-05 08:16:00,2024-02-05 08:39:00,Chicago,41.940452,-87.735467,R10469,Holy Cross Hospital,41.776994,-87.695162
900470,Traffic Collision,TRUCK,2024-05-18 15:48:00,2024-05-18 15:52:00,2024-05-18 15:58:00,2024-05-18 16:03:00,2024-05-18 16:15:00,Chicago,41.977492,-87.671409,R10470,Northwestern Memorial Hospital,41.893615,-87.619536
900471,Traffic Collision,ENGINE,2024-04-10 01:37:00,2024-04-10 01:39:00,2024-04-10 01:41:00,2024-04-10 01:47:00,2024-04-10 02:12:00,Chicago,41.675566,-87.915156,R10471,Rush University Medical Center,41.874082,-87.676099
900472,Traffic Collision,MEDIC,2024-01-09 10:43:00,2024-01-09 10:44:00,2024-01-09 10:46:00,2024-01-09 10:54:00,2024-01-09 11:12:00,Chicago,41.800472,-87.773387,R10472,Northwestern Memorial Hospital,41.894568,-87.6194
900473,Medical Incident,MEDIC,2024-04-26 12:05:00,2024-04-26 12:08:00,2024-04-26 12:12:00,2024-04-26 12:15:00,2024-04-26 12:27:00,Chicago,41.955283,-87.811049,R10473,University of Chicago Medical Center,41.788825,-87.604756
900474,Traffic Collision,MEDIC,2024-03-24 10:10:00,2024-03-24 10:14:00,2024-03-24 10:21:00,2024-03-24 10:24:00,2024-03-24 10:37:00,Chicago,41.785397,-87.785934,R10474,Norwegian American Hospital (Humboldt Park),41.901963,-87.702687
900475,Traffic Collision,TRUCK,2024-06-02 00:41:00,2024-06-02 00:42:00,2024-06-02 00:46:00,2024-06-02 00:49:00,2024-06-02 01:02:00,Chicago,41.937165,-87.756136,R10475,Norwegian American Hospital (Humboldt Park),41.904086,-87.703525
900476,Traffic Collision,MEDIC,2024-01-08 10:16:00,2024-01-08 10:22:00,2024-01-08 10:28:00,2024-01-08 10:35:00,2024-01-08 11:02:00,Chicago,41.818436,-87.535857,R10476,Mount Sinai Hospital,41.862465,-87.7163
900477,Traffic Collision,AMBULANCE,2024-04-04 15:28:00,2024-04-04 15:32:00,2024-04-04 15:37:00,2024-04-04 15:38:00,2024-04-04 15:55:00,Chicago,41.717426,-87.746043,R10477,University of Chicago Medical Center,41.78901,-87.605312
900478,Traffic Collision,MEDIC,2024-05-17 06:23:00,2024-05-17 06:27:00,2024-05-17 06:33:00,2024-05-17 06:37:00,2024-05-17 06:51:00,Chicago,41.730704,-87.712218,R10478,St. Bernard Hospital,41.777628,-87.641992
900479,Traffic Collision,MEDIC,2024-01-18 17:42:00,2024-01-18 17:47:00,2024-01-18 17:52:00,2024-01-18 17:58:00,2024-01-18 18:08:00,Chicago,41.8451,-87.55449,R10479,Mount Sinai Hospital,41.860057,-87.71547
900480,Medical Incident,TRUCK,2024-06-20 16:18:00,2024-06-20 16:23:00,2024-06-20 16:33:00,2024-06-20 16:34:00,2024-06-20 16:48:00,Chicago,41.654185,-87.920208,R10480,Rush University Medical Center,41.872198,-87.676647
900481,Traffic Collision,AMBULANCE,2024-03-25 23:03:00,2024-03-25 23:07:00,2024-03-25 23:14:00,2024-03-25 23:22:00,2024-03-25 23:41:00,Chicago,41.981339,-87.920041,R10481,Advocate Illinois Masonic,41.937061,-87.652144
900482,Traffic Collision,AMBULANCE,2024-02-05 07:44:00,2024-02-05 07:50:00,2024-02-05 08:00:00,2024-02-05 08:01:00,2024-02-05 08:29:00,Chicago,41.746765,-87.635761,R10482,Advocate Illinois Masonic,41.93854,-87.653282
900483,Traffic Collision,AMBULANCE,2024-06-13 13:16:00,2024-06-13 13:22:00,2024-06-13 13:28:00,2024-06-13 13:31:00,2024-06-13 13:57:00,Chicago,41.682096,-87.656897,R10483,Saints Mary and Elizabeth,41.901787,-87.682509
900484,Medical Incident,MEDIC,2024-05-27 11:17:00,2024-05-27 11:21:00,2024-05-27 11:23:00,2024-05-27 11:31:00,2024-05-27 11:55:00,Chicago,41.642943,-87.528827,R10484,Norwegian American Hospital (Humboldt Park),41.902436,-87.704411
900485,Medical Incident,MEDIC,2024-05-22 14:27:00,2024-05-22 14:30:00,2024-05-22 14:34:00,2024-05-22 14:39:00,2024-05-22 15:03:00,Chicago,41.745321,-87.527287,R10485,Rush University Medical Center,41.873387,-87.676302
900486,Traffic Collision,AMBULANCE,2024-03-12 08:04:00,2024-03-12 08:05:00,2024-03-12 08:13:00,2024-03-12 08:21:00,2024-03-12 08:48:00,Chicago,41.915284,-87.599382,R10486,UIC Hospital,41.872016,-87.674729
900487,Traffic Collision,TRUCK,2024-05-19 08:56:00,2024-05-19 09:02:00,2024-05-19 09:08:00,2024-05-19 09:10:00,2024-05-19 09:34:00,Chicago,41.722324,-87.710451,R10487,Holy Cross Hospital,41.777437,-87.694809
900488,Medical Incident,MEDIC,2024-01-25 13:02:00,2024-01-25 13:04:00,2024-01-25 13:10:00,2024-01-25 13:17:00,2024-01-25 13:27:00,Chicago,41.894557,-87.76146,R10488,Holy Cross Hospital,41.7775,-87.693711
900489,Medical Incident,MEDIC,2024-01-11 17:27:00,2024-01-11 17:32:00,2024-01-11 17:37:00,2024-01-11 17:43:00,2024-01-11 18:00:00,Chicago,41.974877,-87.759503,R10489,Holy Cross Hospital,41.775633,-87.696225
900490,Traffic Collision,MEDIC,2024-01-30 23:26:00,2024-01-30 23:30:00,2024-01-30 23:38:00,2024-01-30 23:45:00,2024-01-31 00:01:00,Chicago,41.959882,-87.783864,R10490,Advocate Illinois Masonic,41.939208,-87.652317
900491,Traffic Collision,AMBULANCE,2024-03-06 11:57:00,2024-03-06 12:02:00,2024-03-06 12:11:00,2024-03-06 12:14:00,2024-03-06 12:27:00,Chicago,41.967914,-87.875396,R10491,Rush University Medical Center,41.873423,-87.678591
900492,Medical Incident,MEDIC,2024-06-20 06:36:00,2024-06-20 06:42:00,2024-06-20 06:46:00,2024-06-20 06:50:00,2024-06-20 07:00:00,Chicago,41.970057,-87.781181,R10492,Mount Sinai Hospital,41.860863,-87.716796
900493,Medical Incident,MEDIC,2024-05-01 22:15:00,2024-05-01 22:16:00,2024-05-01 22:26:00,2024-05-01 22:28:00,2024-05-01 22:43:00,Chicago,41.66707,-87.910353,R10493,Saints Mary and Elizabeth,41.900521,-87.683817
900494,Traffic Collision,MEDIC,2024-02-16 18:01:00,2024-02-16 18:04:00,2024-02-16 18:08:00,2024-02-16 18:14:00,2024-02-16 18:34:00,Chicago,41.960389,-87.892336,R10494,St. Bernard Hospital,41.777006,-87.641031
900495,Medical Incident,AMBULANCE,2024-02-26 07:14:00,2024-02-26 07:17:00,2024-02-26 07:27:00,2024-02-26 07:29:00,2024-02-26 07:44:00,Chicago,42.004105,-87.667542,R10495,Advocate Illinois Masonic,41.939197,-87.652159
900496,Traffic Collision,MEDIC,2024-06-23 01:24:00,2024-06-23 01:28:00,2024-06-23 01:31:00,2024-06-23 01:34:00,2024-06-23 01:49:00,Chicago,41.925403,-87.789459,R10496,Saints Mary and Elizabeth,41.900807,-87.68404
900497,Medical Incident,MEDIC,2024-01-20 00:42:00,2024-01-20 00:47:00,2024-01-20 00:49:00,2024-01-20 00:52:00,2024-01-20 01:08:00,Chicago,41.746146,-87.738251,R10497,Advocate Illinois Masonic,41.937827,-87.650288
900498,Medical Incident,MEDIC,2024-05-22 01:22:00,2024-05-22 01:28:00,2024-05-22 01:38:00,2024-05-22 01:43:00,2024-05-22 01:53:00,Chicago,41.753416,-87.779421,R10498,UIC Hospital,41.871125,-87.676276
900499,Traffic Collision,AMBULANCE,2024-04-11 12:54:00,2024-04-11 12:58:00,2024-04-11 13:00:00,2024-04-11 13:01:00,2024-04-11 13:17:00,Chicago,41.926472,-87.762671,R10499,UIC Hospital,41.871331,-87.67296
